index,site,plotID,collectDate,latitude,longitude,shannon_diversity,survey_id,window_id,window_rank,meanRECl
612,HARV,HARV_001,2016-03-08,42.424246,-72.258285,1.4299002184738328,612,HARV_0,0,0.8964646458625793
656,HARV,HARV_020,2016-03-08,42.436767,-72.22887800000002,1.3567547453802944,656,HARV_0,0,0.4148581027984619
630,HARV,HARV_004,2016-03-08,42.427091,-72.229737,1.2862219991129449,630,HARV_0,0,0.6409774422645569
642,HARV,HARV_010,2016-03-08,42.424733,-72.2546,0.6973670085625893,642,HARV_0,0,0.7981171607971191
648,HARV,HARV_013,2016-03-08,42.392282,-72.254598,1.1416321593029195,648,HARV_0,0,1.3245035409927368
621,HARV,HARV_002,2016-03-09,42.478565,-72.25957199999998,1.2871269967375931,621,HARV_0,0,0.726685106754303
666,HARV,HARV_033,2016-03-09,42.538302,-72.175607,1.4902257261246956,666,HARV_0,0,0.5520504713058472
695,HARV,HARV_037,2016-03-09,42.537308,-72.179312,1.2589590288939059,695,HARV_0,0,1.3398692607879639
685,HARV,HARV_035,2016-03-09,42.539966,-72.178072,1.109686034985578,685,HARV_0,0,1.0504647493362427
675,HARV,HARV_034,2016-03-10,42.535686,-72.177968,1.6594293955288968,675,HARV_0,0,1.2096569538116455
153,BLAN,BLAN_032,2016-03-10,39.058572,-78.073305,1.2394856584431642,153,BLAN_1,1,0.18289710581302643
140,BLAN,BLAN_007,2016-03-10,39.085485,-77.96926500000002,1.2103984867092048,140,BLAN_1,1,0.1954748034477234
167,BLAN,BLAN_041,2016-03-10,39.061567,-78.073175,1.079390246243953,167,BLAN_1,1,0.13901248574256897
160,BLAN,BLAN_033,2016-03-10,39.058229,-78.069151,0.823258167172391,160,BLAN_1,1,0.19195476174354553
134,BLAN,BLAN_005,2016-03-10,39.087456,-77.971942,1.2175229411032202,134,BLAN_1,1,0.15847347676753998
109,BLAN,BLAN_001,2016-03-11,39.087919,-77.958389,1.2939416690940413,109,BLAN_1,1,0.17746680974960327
128,BLAN,BLAN_004,2016-03-11,39.087516,-77.962567,1.187707701020933,128,BLAN_1,1,0.25231289863586426
116,BLAN,BLAN_002,2016-03-11,39.09229600000001,-77.980761,1.158374388463576,116,BLAN_1,1,0.2556532025337219
122,BLAN,BLAN_003,2016-03-11,39.078872,-77.96365899999998,1.3337923755894991,122,BLAN_1,1,0.18650762736797333
686,HARV,HARV_035,2016-03-14,42.539966,-72.178072,1.357809051426417,686,HARV_0,0,1.0504647493362427
257,CPER,CPER_001,2016-04-12,40.850866,-104.699535,0.816214240646891,257,CPER_0,0,0.1149713471531868
283,CPER,CPER_004,2016-04-12,40.81275,-104.696873,0.9318813055958932,283,CPER_0,0,0.1860606074333191
274,CPER,CPER_003,2016-04-12,40.818451,-104.707164,0.15460357244269188,274,CPER_0,0,0.2176039069890976
2323,WOOD,WOOD_022,2016-04-13,47.146348,-99.263444,0.6336431798822748,2323,WOOD_0,0,0.15482841432094574
265,CPER,CPER_002,2016-04-13,40.810934,-104.729248,1.3768574309573558,265,CPER_0,0,0.09574468433856964
2330,WOOD,WOOD_024,2016-04-13,47.15117100000001,-99.262648,1.0549303149683658,2330,WOOD_0,0,0.12369337677955627
2301,WOOD,WOOD_003,2016-04-13,47.118581,-99.239944,0.5571229094133139,2301,WOOD_0,0,0.26334309577941895
301,CPER,CPER_006,2016-04-13,40.814769,-104.748078,0.810314329771187,301,CPER_0,0,0.24789594113826752
310,CPER,CPER_045,2016-04-13,40.817292,-104.750288,1.2580463307975598,310,CPER_0,0,0.2476329207420349
2292,WOOD,WOOD_002,2016-04-13,47.13613400000001,-99.232896,1.3694228395851629,2292,WOOD_0,0,0.19296622276306152
292,CPER,CPER_005,2016-04-13,40.853093,-104.728006,0.6114951158282328,292,CPER_0,0,0.16852058470249176
327,CPER,CPER_047,2016-04-13,40.818371,-104.746715,1.0878690165119427,327,CPER_0,0,0.34246575832366943
336,CPER,CPER_048,2016-04-13,40.818931,-104.748858,1.5876971980887906,336,CPER_0,0,0.2392909824848175
2358,WOOD,WOOD_044,2016-04-14,47.12829,-99.243528,0.6169885314516463,2358,WOOD_0,0,0.19652855396270752
2302,WOOD,WOOD_003,2016-04-14,47.118581,-99.239944,1.5661204170877332,2302,WOOD_0,0,0.26334309577941895
2367,WOOD,WOOD_045,2016-04-14,47.127465,-99.246302,0.8489683548112875,2367,WOOD_0,0,0.18966464698314667
2311,WOOD,WOOD_004,2016-04-14,47.12584,-99.253801,1.085494924307088,2311,WOOD_0,0,0.2586500346660614
2340,WOOD,WOOD_042,2016-04-14,47.129092,-99.245921,0.5037218526455101,2340,WOOD_0,0,0.2645128667354584
2283,WOOD,WOOD_001,2016-04-14,47.128258,-99.257768,1.0756262000624488,2283,WOOD_0,0,0.2034853994846344
2349,WOOD,WOOD_043,2016-04-14,47.131002,-99.242763,1.481739161820151,2349,WOOD_0,0,0.1989690661430359
103,BART,BART_071,2016-04-18,44.067944,-71.290624,1.5319347599529198,103,BART_0,0,0.04556926339864731
1502,OSBS,OSBS_031,2016-04-18,29.688969,-81.991102,1.5826545006736843,1502,OSBS_0,0,0.07069031149148941
1476,OSBS,OSBS_026,2016-04-18,29.693584,-81.992056,1.989363078115616,1476,OSBS_0,0,0.07549963891506195
91,BART,BART_040,2016-04-18,44.06576,-71.29199,1.2159664152357064,91,BART_0,0,0.049787487834692
2003,TALL,TALL_047,2016-04-19,32.951498,-87.398914,1.2882103990741554,2003,TALL_1,1,1.7636579275131226
49,BART,BART_001,2016-04-19,44.047079,-71.306661,1.3534805851190246,49,BART_0,0,0.09954482316970825
2142,UKFS,UKFS_031,2016-04-19,39.03661500000001,-95.192035,0.8568188405133107,2142,UKFS_0,0,0.4765193462371826
1948,TALL,TALL_002,2016-04-19,32.922166,-87.428895,1.55724356846926,1948,TALL_1,1,1.8979592323303223
67,BART,BART_004,2016-04-19,44.04157100000001,-71.28692,1.1489087974824828,67,BART_0,0,0.13735659420490265
2012,TALL,TALL_051,2016-04-19,32.950156,-87.39729399999997,0.3021581981744108,2012,TALL_1,1,1.3545150756835938
1486,OSBS,OSBS_027,2016-04-19,29.691969,-81.992063,1.5661548876031786,1486,OSBS_0,0,0.0907539576292038
1897,STER,STER_018,2016-04-19,40.465261,-103.0346,0.9229068985937837,1897,STER_0,0,0.11932815611362457
1985,TALL,TALL_007,2016-04-19,32.974426,-87.42694,1.553860867996004,1985,TALL_1,1,2.003124952316284
1876,STER,STER_006,2016-04-19,40.463935,-103.035332,1.2685927845940013,1876,STER_0,0,0.11919192224740982
1452,OSBS,OSBS_003,2016-04-19,29.694993,-81.947419,1.186374315713436,1452,OSBS_0,0,0.10230152308940887
2168,UKFS,UKFS_044,2016-04-19,39.038041,-95.187902,1.2992181973502823,2168,UKFS_0,0,0.47041085362434387
1966,TALL,TALL_004,2016-04-19,32.957884,-87.432614,0.8639086885277387,1966,TALL_1,1,0.7587991952896118
1938,TALL,TALL_001,2016-04-19,32.977665,-87.432705,1.019117310438834,1938,TALL_1,1,0.5562941431999207
73,BART,BART_023,2016-04-20,44.049319,-71.263643,1.7805548680088432,73,BART_0,0,0.07798600196838379
2021,TALL,TALL_054,2016-04-20,32.948795000000004,-87.39726800000003,1.1358923967455377,2021,TALL_1,1,1.397420883178711
1922,STER,STER_031,2016-04-20,40.470725,-103.011685,0.978870756725548,1922,STER_0,0,0.2700517475605011
2107,UKFS,UKFS_003,2016-04-20,39.052642,-95.188064,0.9965321364690521,2107,UKFS_0,0,0.4350961446762085
1994,TALL,TALL_044,2016-04-20,32.952869,-87.39760600000002,1.8165090469761267,1994,TALL_1,1,1.7361477613449097
1436,OSBS,OSBS_001,2016-04-20,29.702914,-82.008881,0.8637273442955851,1436,OSBS_0,0,0.07208837568759918
1911,STER,STER_028,2016-04-20,40.473273,-103.018333,0.1854056729622768,1911,STER_0,0,0.23751938343048096
2151,UKFS,UKFS_032,2016-04-20,39.041659,-95.19703,1.5219520590415982,2151,UKFS_0,0,0.6124498248100281
1976,TALL,TALL_006,2016-04-20,32.898842,-87.44613100000002,1.0491637238475533,1976,TALL_1,1,1.9606674909591675
2124,UKFS,UKFS_005,2016-04-20,39.054509,-95.204735,1.7522474954273333,2124,UKFS_0,0,0.8415586948394775
1956,TALL,TALL_003,2016-04-20,32.893534,-87.41533299999998,0.9275995188841666,1956,TALL_1,1,0.8558682203292847
1935,STER,STER_035,2016-04-20,40.469719,-103.016662,1.0837815101251258,1935,STER_0,0,0.2222910225391388
79,BART,BART_024,2016-04-20,44.052777,-71.26378199999998,1.7486888603942539,79,BART_0,0,0.07772577553987503
1470,OSBS,OSBS_023,2016-04-20,29.722597,-81.985527,1.5230481344665348,1470,OSBS_0,0,0.09024128317832947
1917,STER,STER_029,2016-04-20,40.468561,-103.011749,0.8461787059929091,1917,STER_0,0,0.3053486943244934
2115,UKFS,UKFS_004,2016-04-21,39.043184,-95.202721,1.47135098138504,2115,UKFS_0,0,0.7628111243247986
2133,UKFS,UKFS_009,2016-04-21,39.045354,-95.201392,0.033011094361068624,2133,UKFS_0,0,0.36078640818595886
1874,STER,STER_005,2016-04-21,40.460659,-103.033324,0.5243268946796773,1874,STER_0,0,0.13128124177455902
1899,STER,STER_026,2016-04-21,40.474713,-103.0243,0.3596758523217494,1899,STER_0,0,0.19790486991405487
1930,STER,STER_033,2016-04-21,40.47639,-103.011866,0.2286318735828613,1930,STER_0,0,0.19211234152317047
1927,STER,STER_032,2016-04-21,40.472029,-103.025102,0.0,1927,STER_0,0,0.21026964485645294
1905,STER,STER_027,2016-04-21,40.48082700000001,-103.018821,1.2259014490471152,1905,STER_0,0,0.19194179773330688
2099,UKFS,UKFS_002,2016-04-21,39.046329,-95.208663,1.2080716875493078,2099,UKFS_0,0,0.8476040959358215
1933,STER,STER_034,2016-04-21,40.478666,-103.019238,0.9140006385559964,1933,STER_0,0,0.17973393201828003
2160,UKFS,UKFS_043,2016-04-22,39.035201,-95.194409,1.4915596841380498,2160,UKFS_0,0,0.6759259104728699
2092,UKFS,UKFS_001,2016-04-22,39.037623,-95.196953,1.2732319781339907,2092,UKFS_0,0,0.6524685621261597
860,KONZ,KONZ_004,2016-04-25,39.110568,-96.550145,1.1921820271231998,860,KONZ_0,0,0.206990584731102
495,GRSM,GRSM_006,2016-04-25,35.6789,-83.645325,1.4531360692808992,495,GRSM_0,0,1.4893678426742554
405,DELA,DELA_003,2016-04-25,32.534942,-87.815024,1.269521308894066,405,DELA_0,0,2.384408712387085
510,GRSM,GRSM_055,2016-04-25,35.685523,-83.50223199999998,1.4332723934844152,510,GRSM_0,0,2.1335253715515137
505,GRSM,GRSM_016,2016-04-25,35.593016,-83.474652,2.016632270208183,505,GRSM_0,0,0.06528938561677933
61,BART,BART_003,2016-04-25,44.055247,-71.26314599999998,1.7844228859932467,61,BART_0,0,0.05867734178900719
488,GRSM,GRSM_002,2016-04-25,35.67042700000001,-83.587378,0.763375516504501,488,GRSM_0,0,1.3614344596862793
485,GRSM,GRSM_001,2016-04-25,35.684589,-83.53210200000002,1.3829737142736998,485,GRSM_0,0,1.1193416118621826
402,DELA,DELA_002,2016-04-25,32.532478999999995,-87.818534,1.4805558483303969,402,DELA_0,0,2.3793649673461914
410,DELA,DELA_005,2016-04-25,32.523355,-87.814626,1.5936398925634299,410,DELA_0,0,3.1621179580688477
85,BART,BART_036,2016-04-25,44.062082,-71.285878,0.9832563383570707,85,BART_0,0,0.044751111418008804
417,DELA,DELA_038,2016-04-25,32.54229,-87.806804,0.9758427810155151,417,DELA_0,0,3.2948403358459473
420,DELA,DELA_040,2016-04-25,32.538802000000004,-87.80452199999998,1.632346552615658,420,DELA_0,0,2.989595413208008
423,DELA,DELA_041,2016-04-25,32.540702,-87.80774,0.2987621188960597,423,DELA_0,0,2.5674326419830322
843,KONZ,KONZ_002,2016-04-25,39.119992,-96.546015,0.8326017443967741,843,KONZ_0,0,0.2041233330965042
877,KONZ,KONZ_024,2016-04-25,39.110903,-96.552209,1.162622240236301,877,KONZ_0,0,0.22209487855434418
413,DELA,DELA_014,2016-04-25,32.529789,-87.81819399999998,1.271985540561346,413,DELA_0,0,2.1066460609436035
526,GRSM,GRSM_060,2016-04-26,35.68601,-83.503985,1.2421887158766807,526,GRSM_0,0,1.595348834991455
775,JERC,JERC_050,2016-04-26,31.196845,-84.46820100000002,2.082198792761897,775,JERC_0,0,1.939170479774475
770,JERC,JERC_049,2016-04-26,31.196488,-84.464108,1.2955277594838834,770,JERC_0,0,0.7015413641929626
764,JERC,JERC_048,2016-04-26,31.196458000000003,-84.461913,1.7537332298334622,764,JERC_0,0,0.22321628034114838
521,GRSM,GRSM_059,2016-04-26,35.686509,-83.506609,1.5734966886252675,521,GRSM_0,0,1.4067796468734741
516,GRSM,GRSM_058,2016-04-26,35.691954,-83.505443,1.0209333169015136,516,GRSM_0,0,2.0780398845672607
400,DELA,DELA_001,2016-04-26,32.532072,-87.805439,0.8838122784867458,400,DELA_0,0,3.0184109210968018
491,GRSM,GRSM_003,2016-04-26,35.67661,-83.474563,1.5498819107295716,491,GRSM_0,0,0.9034620523452759
500,GRSM,GRSM_007,2016-04-26,35.68686599999999,-83.513992,1.727488581427539,500,GRSM_0,0,1.3752328157424927
742,JERC,JERC_004,2016-04-26,31.189774,-84.465861,1.5991511910460539,742,JERC_0,0,0.4842875599861145
748,JERC,JERC_005,2016-04-26,31.195968,-84.451228,1.0589562415160458,748,JERC_0,0,0.37746137380599976
97,BART,BART_042,2016-04-26,44.060194,-71.28805200000002,1.8885873831383628,97,BART_0,0,0.04012933373451233
759,JERC,JERC_047,2016-04-26,31.198433,-84.467178,0.5174927379221781,759,JERC_0,0,2.039823055267334
736,JERC,JERC_003,2016-04-26,31.196146,-84.473242,1.5256780485656989,736,JERC_0,0,3.401646852493286
55,BART,BART_002,2016-04-26,44.035076,-71.27284399999998,1.3277462482210058,55,BART_0,0,0.09573889523744583
730,JERC,JERC_002,2016-04-26,31.194504,-84.460062,1.3107582245687852,730,JERC_0,0,0.521155834197998
725,JERC,JERC_001,2016-04-26,31.194314,-84.47707700000002,1.544794599211361,725,JERC_0,0,1.565416932106018
754,JERC,JERC_006,2016-04-26,31.187671,-84.45585,1.3519416090094027,754,JERC_0,0,1.8682042360305786
1825,STEI,STEI_001,2016-04-27,45.812246,-90.092743,1.2433542383025702,1825,STEI_0,0,0.10123476386070251
1835,STEI,STEI_003,2016-04-27,45.82494000000001,-90.072607,1.823021759001497,1835,STEI_0,0,0.2817230224609375
1841,STEI,STEI_004,2016-04-27,45.797883,-90.064162,1.145089659060335,1841,STEI_0,0,0.25682970881462097
1845,STEI,STEI_005,2016-04-27,45.826444,-90.086211,1.604797668514911,1845,STEI_0,0,0.10956624895334244
2067,TREE,TREE_014,2016-04-28,45.486646,-89.569452,1.1006772433640362,2067,TREE_0,0,0.03857075423002243
2044,TREE,TREE_001,2016-04-28,45.487729,-89.56988100000002,1.0707000703209837,2044,TREE_0,0,0.043909940868616104
2227,UNDE,UNDE_013,2016-05-04,46.227897,-89.53713,0.25665751531867753,2227,UNDE_0,0,0.5584756731987
2208,UNDE,UNDE_007,2016-05-04,46.248703000000006,-89.53613399999998,0.0,2208,UNDE_0,0,0.3802884817123413
2177,UNDE,UNDE_001,2016-05-04,46.234625,-89.560771,1.0760390247088512,2177,UNDE_0,0,0.9217057228088379
2235,UNDE,UNDE_019,2016-05-05,46.258243,-89.543562,1.2025494174134423,2235,UNDE_0,0,0.30237728357315063
2209,UNDE,UNDE_007,2016-05-05,46.248703000000006,-89.53613399999998,1.5959942023641343,2209,UNDE_0,0,0.3802884817123413
1869,STEI,STEI_060,2016-05-06,45.506757,-89.58706,1.8773946358782978,1869,STEI_0,0,0.06830593198537827
2241,UNDE,UNDE_034,2016-05-17,46.248534,-89.520942,1.0949567262444857,2241,UNDE_0,0,0.7735823392868042
2212,UNDE,UNDE_008,2016-05-17,46.256193,-89.515052,1.3171772617244153,2212,UNDE_0,0,0.4499891400337219
2229,UNDE,UNDE_014,2016-05-18,46.22596,-89.513299,0.7225413007252244,2229,UNDE_0,0,0.4825901389122009
2232,UNDE,UNDE_017,2016-05-18,46.23796,-89.496339,1.3979681078413069,2232,UNDE_0,0,0.4840905964374542
2244,UNDE,UNDE_035,2016-05-19,46.218529,-89.507901,1.6355280864235267,2244,UNDE_0,0,0.9851481318473816
2238,UNDE,UNDE_027,2016-05-19,46.210824,-89.49004000000002,0.0,2238,UNDE_0,0,1.072384238243103
2273,UNDE,UNDE_044,2016-05-19,46.231744,-89.53264,2.242478541890591,2273,UNDE_0,0,0.2380443662405014
2274,UNDE,UNDE_044,2016-05-24,46.231744,-89.53264,1.5864579513766708,2274,UNDE_0,0,0.2380443662405014
2264,UNDE,UNDE_043,2016-05-24,46.234247,-89.542459,0.06969926862614256,2264,UNDE_0,0,0.251701295375824
2256,UNDE,UNDE_038,2016-05-24,46.232249,-89.534573,0.9891848385967152,2256,UNDE_0,0,0.3214450478553772
2247,UNDE,UNDE_037,2016-05-24,46.231276,-89.54194100000002,0.9949463980785176,2247,UNDE_0,0,0.3552185893058777
1276,OAES,OAES_045,2016-06-13,35.41078800000001,-99.057569,1.3437603215390483,1276,OAES_0,0,0.06146907061338425
1214,OAES,OAES_003,2016-06-14,35.412139,-99.069792,0.9205381542113612,1214,OAES_0,0,0.06231044977903366
1818,SRER,SRER_053,2016-06-14,31.909824,-110.835912,1.191981044641632,1818,SRER_0,0,0.21138912439346313
1811,SRER,SRER_052,2016-06-14,31.909531,-110.833359,0.5710227109429162,1811,SRER_0,0,0.2136363685131073
1205,OAES,OAES_002,2016-06-14,35.419715999999994,-99.052304,0.9174021803627408,1205,OAES_0,0,0.1673535257577896
1795,SRER,SRER_043,2016-06-14,31.910099,-110.837175,0.8379240009676662,1795,SRER_0,0,0.20802761614322662
1745,SRER,SRER_001,2016-06-14,31.862142,-110.818853,1.1012897120887954,1745,SRER_0,0,0.21361058950424194
1787,SRER,SRER_006,2016-06-14,31.795656,-110.910239,1.3071316802153943,1787,SRER_0,0,0.23218613862991333
1231,OAES,OAES_007,2016-06-14,35.419991,-99.057264,0.7723898455433168,1231,OAES_0,0,0.1231604740023613
1754,SRER,SRER_002,2016-06-14,31.870334000000003,-110.856598,0.909147843163104,1754,SRER_0,0,0.2869645357131958
1240,OAES,OAES_009,2016-06-14,35.420795,-99.050317,0.8149864955401722,1240,OAES_0,0,0.07727272808551788
1803,SRER,SRER_047,2016-06-14,31.910358,-110.838435,0.8352508998039996,1803,SRER_0,0,0.19704017043113708
1778,SRER,SRER_005,2016-06-14,31.828844,-110.823985,1.244287548066221,1778,SRER_0,0,0.22758963704109192
1762,SRER,SRER_003,2016-06-14,31.840609000000004,-110.917189,0.0,1762,SRER_0,0,0.2390860915184021
1769,SRER,SRER_004,2016-06-14,31.906778000000006,-110.815262,0.7417519575639041,1769,SRER_0,0,0.1579497903585434
1222,OAES,OAES_004,2016-06-14,35.41213,-99.085338,1.0573919662278597,1222,OAES_0,0,0.09738574922084808
1257,OAES,OAES_043,2016-06-15,35.405108,-99.058568,0.34509095045758503,1257,OAES_0,0,0.10173989832401276
1763,SRER,SRER_003,2016-06-15,31.840609000000004,-110.917189,0.6094417417897726,1763,SRER_0,0,0.2390860915184021
1267,OAES,OAES_044,2016-06-15,35.40430900000001,-99.059225,1.1807463283120527,1267,OAES_0,0,0.0880485400557518
813,JORN,JORN_047,2016-06-21,32.591348,-106.843322,1.23038973505613,813,JORN_0,0,0.15774667263031006
810,JORN,JORN_045,2016-06-21,32.592144,-106.84334,0.6515528382822199,810,JORN_0,0,0.1950538158416748
807,JORN,JORN_044,2016-06-21,32.589481,-106.841383,0.6353933955770348,807,JORN_0,0,0.18014733493328094
790,JORN,JORN_004,2016-06-21,32.63032800000001,-106.86076,0.5625821855993793,790,JORN_0,0,0.20521977543830872
780,JORN,JORN_001,2016-06-21,32.60493,-106.802046,0.666278442414676,780,JORN_0,0,0.2190268635749817
802,JORN,JORN_042,2016-06-21,32.590028000000004,-106.840435,1.5286595876891422,802,JORN_0,0,0.17482511699199677
782,JORN,JORN_002,2016-06-21,32.611356,-106.826155,1.3485922149949208,782,JORN_0,0,0.19570910930633545
795,JORN,JORN_005,2016-06-21,32.575696,-106.80338799999998,1.3877146758884409,795,JORN_0,0,0.1814207285642624
785,JORN,JORN_003,2016-06-21,32.600614,-106.838099,0.30063667257835275,785,JORN_0,0,0.20527590811252594
248,CLBJ,CLBJ_040,2016-06-22,33.378824,-97.646691,0.6475651563530533,248,CLBJ_0,0,1.8609986305236816
233,CLBJ,CLBJ_034,2016-06-22,33.321251000000004,-97.57765,0.6807160217510045,233,CLBJ_0,0,0.4712710380554199
188,CLBJ,CLBJ_002,2016-06-23,33.40398,-97.571138,1.4279745270949717,188,CLBJ_0,0,0.4405563175678253
240,CLBJ,CLBJ_038,2016-06-23,33.414259,-97.597098,1.2362987301152109,240,CLBJ_0,0,0.19897663593292236
197,CLBJ,CLBJ_003,2016-06-23,33.403989,-97.572744,1.4974069169283932,197,CLBJ_0,0,0.44229868054389954
219,CLBJ,CLBJ_032,2016-06-23,33.406134,-97.593996,0.8537307555968033,219,CLBJ_0,0,0.9349967241287231
180,CLBJ,CLBJ_001,2016-06-24,33.397987,-97.568339,0.8126017308080109,180,CLBJ_0,0,0.49356868863105774
225,CLBJ,CLBJ_033,2016-06-24,33.380971,-97.620209,0.4949640978325705,225,CLBJ_0,0,0.39078444242477417
206,CLBJ,CLBJ_006,2016-06-24,33.398235,-97.566725,0.9475064016379484,206,CLBJ_0,0,0.261369913816452
1140,NIWO,NIWO_043,2016-06-27,40.05465,-105.586515,0.6936577221241141,1140,NIWO_0,0,0.7484253644943237
1132,NIWO,NIWO_042,2016-06-27,40.04845,-105.584355,1.0903108888193327,1132,NIWO_0,0,0.4285009205341339
1093,NIWO,NIWO_004,2016-06-27,40.043059,-105.581501,1.8620071586977631,1093,NIWO_0,0,0.9390221238136292
1112,NIWO,NIWO_008,2016-06-28,40.054475,-105.567875,0.9295773894285692,1112,NIWO_0,0,1.052139163017273
1104,NIWO,NIWO_006,2016-06-28,40.055052,-105.561551,1.1765122075956458,1104,NIWO_0,0,0.7715056538581848
1069,NIWO,NIWO_001,2016-06-28,40.04234500000001,-105.558975,1.265763300521065,1069,NIWO_0,0,1.1817570924758911
1085,NIWO,NIWO_003,2016-06-28,40.051247,-105.565041,0.6221201580078999,1085,NIWO_0,0,0.5240068435668945
1078,NIWO,NIWO_002,2016-06-29,40.041058,-105.547043,1.447999385193648,1078,NIWO_0,0,1.3131060600280762
1117,NIWO,NIWO_040,2016-06-30,40.046544,-105.58471000000002,1.8214624299329563,1117,NIWO_0,0,1.140175461769104
596,GUAN,GUAN_048,2016-07-11,17.96911,-66.864276,0.9064440646454205,596,GUAN_0,0,0.9932716488838196
580,GUAN,GUAN_042,2016-07-11,17.970725,-66.863969,1.5684297352743757,580,GUAN_0,0,1.0157201290130615
572,GUAN,GUAN_007,2016-07-12,17.972832,-66.857711,1.2896452928068134,572,GUAN_0,0,1.1768711805343628
532,GUAN,GUAN_001,2016-07-12,17.972768,-66.851235,1.0433024425798907,532,GUAN_0,0,0.9052162766456604
2293,WOOD,WOOD_002,2016-07-12,47.13613400000001,-99.232896,1.697073638799066,2293,WOOD_1,1,1.0652058124542236
2303,WOOD,WOOD_003,2016-07-12,47.118581,-99.239944,1.4014956256143714,2303,WOOD_1,1,0.8908213376998901
2368,WOOD,WOOD_045,2016-07-13,47.127465,-99.246302,1.216332151542358,2368,WOOD_1,1,0.7214765548706055
588,GUAN,GUAN_043,2016-07-13,17.968869,-66.86768199999999,1.3590200936723138,588,GUAN_0,0,0.9480161666870117
2341,WOOD,WOOD_042,2016-07-13,47.129092,-99.245921,1.1557690447123132,2341,WOOD_1,1,0.9374624490737915
2359,WOOD,WOOD_044,2016-07-13,47.12829,-99.243528,1.317168843616543,2359,WOOD_1,1,0.910254955291748
2284,WOOD,WOOD_001,2016-07-13,47.128258,-99.257768,0.8651658460084016,2284,WOOD_1,1,0.9430599212646484
2312,WOOD,WOOD_004,2016-07-13,47.12584,-99.253801,0.6666067715979657,2312,WOOD_1,1,1.087562084197998
604,GUAN,GUAN_049,2016-07-13,17.967743,-66.864301,0.9499891981044938,604,GUAN_0,0,0.9741693735122681
2350,WOOD,WOOD_043,2016-07-13,47.131002,-99.242763,1.6398244336655043,2350,WOOD_1,1,1.0804073810577393
